pair	gene name1	gene name2	Uniprot1	Uniprot2	PPI Score	ourID	Phys_BioGRID	Gen_BioGRID	string	ExpCont	PDB_complex	UniFun1	UniFun2	KEGG1	KEGG2	Uniloc1	Uniloc2	Phob1	Phob2	KEGGpath1	KEGGpath2	UniPubsInt	UniPubsU	Human	pdbmono1	pdbmono2	orf_name1	orf_name2	orf_name_a	orf_name_b
YJR044C_YOL129W	VPS68	VPS55	Q12016	P47111	0.9907	1422977at2759_1642378at2759	1.001	0	999	y2h	na	Vacuolar protein sorting-associated protein 68	Vacuolar protein sorting-associated protein 55	na	na	Vacuole membrane; Multi-pass membrane protein. Mitochondrion {ECO:0000305}.	Endosome membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Transmembrane	Transmembrane	na	na	17322287, 24374639, 14562095, 14562106	16	both	na	na	YOL129W	YJR044C	YJR044C	YOL129W
YGR027C_YJR123W	RPS5	RPS25A	P26783	Q3E792	0.9907	1532160at2759_1552294at2759	na	na	999	apms	ortholog	40S ribosomal protein S5 (RP14) (S2) (Small ribosomal subunit protein uS7) (YS8)	40S ribosomal protein S25-A (RP45) (S31) (Small ribosomal subunit protein eS25-A) (YS23)	YJR123W	YGR027C	Cytoplasm {ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	22096102, 9559554, 21109664, 24524803, 24374639	25	both	7aju_DF	6zu9_M	YJR123W	YGR027C	YGR027C	YJR123W
YGL086W_YJL030W	MAD2	MAD1	P40958	P40957	0.9907	1197019at2759_602490at2759	2.25	0	999	lit	na	Mitotic spindle checkpoint component MAD2 (Mitotic MAD2 protein)	Spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1)	YJL030W	YGL086W	Nucleus.	Nucleus.	-	Extracellular	cellular,genetic	cellular,genetic	10436016, 11726501, 24374639, 14562106	17	both	na	na	YJL030W	YGL086W	YGL086W	YJL030W
YGL123W_YJL136C	RPS2	RPS21B	P25443	Q3E754	0.9907	1197354at2759_1571849at2759	0	na	999	na	ortholog	40S ribosomal protein S2 (Omnipotent suppressor protein SUP44) (RP12) (S4) (Small ribosomal subunit protein uS5) (YS5)	40S ribosomal protein S21-B (S26) (Small ribosomal subunit protein eS21-B) (YS25)	YGL123W	YJL136C	Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14627813, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	22096102, 9559554, 10601260, 24524803, 24374639	26	both	6zu9_R	7nrd_Sa	YGL123W	YJL136C	YGL123W	YJL136C
YBR251W_YIL093C	MRPS5	RSM25	P33759	P40496	0.9907	1093380at2759_1115569at2759	0.008	na	995	apms	ortholog	37S ribosomal protein S5, mitochondrial (Mitochondrial small ribosomal subunit protein uS5m)	37S ribosomal protein S25, mitochondrial (Mitochondrial small ribosomal subunit protein mS23)	YBR251W	YIL093C	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	14562106, 28154081, 12392552, 25609543, 14562095, 11278769, 24374639	13	2	5mrf_EE	5mrf_UU	YBR251W	YIL093C	YBR251W	YIL093C
YER083C_YGL020C	GET2	GET1	P40056	P53192	0.9907	1324439at2759_1498067at2759	1.533	0.334	992	na	na	Golgi to ER traffic protein 2 (Guided entry of tail-anchored proteins 2) (Hydroxyurea resistance protein 2) (Required for meiotic nuclear division protein 7)	Golgi to ER traffic protein 1 (Guided entry of tail-anchored proteins 1) (Mitochondrial distribution and morphology protein 39)	YER083C	YGL020C	Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein.	Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein. Mitochondrion membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.	Transmembrane	Transmembrane	cellular,genetic	genetic,cellular	21719644, 21835666, 16269340, 24392163, 14562095, 11805837, 16816426, 32910895, 18724936, 24374639	24	na	3zs9_D	3sjb_D	YER083C	YGL020C	YER083C	YGL020C
YBL038W_YDR237W	MRPL7	MRPL16	P36519	P38064	0.9907	1173895at2759_1510587at2759	0	na	989	apms	ortholog	54S ribosomal protein L7, mitochondrial (Mitochondrial large ribosomal subunit protein uL5m) (YmL5) (YmL7)	54S ribosomal protein L16, mitochondrial (Mitochondrial large ribosomal subunit protein uL16m) (YmL47)	YDR237W	na	Mitochondrion {ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	na	25609543, 14576278, 24675956, 24374639	13	na	3j6b_E	3j6b_K	YDR237W	YBL038W	YBL038W	YDR237W
YLR295C_YPL078C	ATP4	ATP14	P05626	Q12349	0.9907	1314411at2759_1610846at2759	0.067	0	998	na	ortholog	ATP synthase subunit 4, mitochondrial	ATP synthase subunit H, mitochondrial	YPL078C	YLR295C	Mitochondrion. Mitochondrion inner membrane.	Mitochondrion. Mitochondrion inner membrane.	Transmembrane	-	metabolism	metabolism	17322287, 24374639, 14562106	10	1	6wtd_Z	6cp6_6	YPL078C	YLR295C	YLR295C	YPL078C
YDR434W_YLR459W	GAB1	GPI17	P41733	Q04080	0.9907	1339553at2759_1399804at2759	0.333	0.333	999	na	na	GPI transamidase component GAB1 (Cell division control protein 91)	GPI transamidase component GPI17	YLR459W	YDR434W	Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Transmembrane	Transmembrane	metabolism	metabolism	16847258, 24374639	9	both	na	na	YLR459W	YDR434W	YDR434W	YLR459W
YJL115W_YML102W	ASF1	CAC2	P32447	Q04199	0.9907	1334998at2759_685536at2759	0.125	1.008	999	na	na	Histone chaperone ASF1 (Anti-silencing function protein 1) (yASF1)	Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)	YJL115W	YML102W	Nucleus {ECO:0000269|PubMed:11404324, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16020781}.	Nucleus.	-	-	genetic	genetic	24374639, 14562106	55	both	6o22_D	na	YJL115W	YML102W	YJL115W	YML102W
YOR210W_YOR224C	RPB8	RPB10	P20436	P22139	0.9907	1504067at2759_1639063at2759	0.08	na	999	apms	na	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (ABC14.4) (ABC14.5) (DNA-directed RNA polymerases I, II, and III 14.5 kDa polypeptide)	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (ABC10-beta) (ABC8) (DNA-directed RNA polymerases I, II, and III 8.3 kDa polypeptide)	YOR224C	YOR210W	Nucleus {ECO:0000269|PubMed:14562095}.	Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	17322287, 18160037, 15610738, 10384303, 14562095, 15591044, 24374639, 14963322, 16765890, 24153184, 16341226, 12746495, 12746498, 11313498, 11313499, 16818233, 12914699, 14562106, 15537538, 11805306, 9169874, 14580350, 24153182	33	both	7o75_H	7o75_J	YOR224C	YOR210W	YOR210W	YOR224C
YDR244W_YGL153W	PEX14	PEX5	P53112	P35056	0.9907	1033073at2759_588648at2759	3.107	na	999	gold	na	Peroxisomal membrane protein PEX14 (Peroxin-14)	Peroxisomal targeting signal receptor (PTS1 receptor) (PTS1R) (Peroxin-5) (Peroxisomal protein PAS10)	YGL153W	YDR244W	Peroxisome membrane; Peripheral membrane protein; Cytoplasmic side.	Cytoplasm. Peroxisome membrane; Peripheral membrane protein. Note=Its distribution appears to be dynamic. It is probably a cycling receptor found mainly in the cytoplasm and as well associated to the peroxisomal membrane through a docking factor (PEX13).	-	-	cellular,genetic	cellular,genetic	17322287, 24374639, 18407956, 14562106	16	both	na	na	YGL153W	YDR244W	YDR244W	YGL153W
YMR146C_YOR361C	PRT1	TIF34	A6ZPJ1	P40217	0.99	1194797at2759_866359at2759	2.176	0.053	999	gold	ortholog	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3, p90 subunit homolog)	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit) (eIF-3 39 kDa subunit) (eIF3 p39)	YOR361C	YMR146C	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03001}.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03008}.	-	-	genetic	genetic	na	10	both	6zu9_p	6zu9_l	YOR361C	YMR146C	YMR146C	YOR361C
YKL028W_YKR062W	TFA2	TFA1	P36145	P36100	0.99	1160863at2759_1343016at2759	1.534	0.333	999	gold	ortholog	Transcription initiation factor IIE subunit beta (TFIIE-beta) (Factor A 43 kDa subunit) (Transcription factor A small subunit)	Transcription initiation factor IIE subunit alpha (TFIIE-alpha) (Factor A 66 kDa subunit) (Transcription factor A large subunit)	YKR062W	YKL028W	Nucleus {ECO:0000305}.	Nucleus {ECO:0000305}.	-	Transmembrane	genetic	genetic	8196765, 7961670, 24374639, 14562106	7	both	7o75_X	5sva_h	YKR062W	YKL028W	YKL028W	YKR062W
YDL014W_YLR051C	FCF2	NOP1	Q12035	P15646	0.99	1211369at2759_1411035at2759	na	0	978	na	ortholog	rRNA-processing protein FCF2 (FAF1 copurifying factor 2)	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (U3 small nucleolar RNA-associated protein NOP1) (Nucleolar protein 1) (U3 snoRNA-associated protein NOP1)	na	na	Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.	Nucleus, nucleolus {ECO:0000269|PubMed:12756332, ECO:0000269|PubMed:2298745, ECO:0000269|PubMed:2686980}. Note=Fibrillar region of the nucleolus.	-	-	na	na	24374639	18	2	7aju_JM	7aju_CB	YLR051C	YDL014W	YDL014W	YLR051C
YGR016W_YLR093C	NYV1	YGR016W	Q12255	P53209	0.99	1211929at2759_1438519at2759	na	na	na	na	na	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	Uncharacterized membrane protein YGR016W	YLR093C	na	Vacuole membrane {ECO:0000269|PubMed:14562095}; Single-pass type IV membrane protein {ECO:0000269|PubMed:14562095}.	Membrane; Multi-pass membrane protein.	Transmembrane	Transmembrane	genetic	na	24374639, 14562106	16	na	2fz0_A	na	YLR093C	YGR016W	YGR016W	YLR093C
YAL025C_YLR448W	RPL6B	MAK16	P05739	P10962	0.99	1227453at2759_1394336at2759	na	na	193	na	ortholog	60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)	Protein MAK16 (Maintenance of killer protein 16)	YLR448W	YAL025C	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	Nucleus.	-	-	genetic	genetic	24374639	12	both	6t7i_LE	6em5_3	YLR448W	YAL025C	YAL025C	YLR448W
YBR191W_YGL076C	RPL21A	RPL7A	Q02753	P05737	0.99	1455026at2759_1544778at2759	na	na	999	na	ortholog	60S ribosomal protein L21-A (Large ribosomal subunit protein eL21-A)	60S ribosomal protein L7-A (L6) (Large ribosomal subunit protein uL30-A) (RP11) (YL8)	YBR191W	YGL076C	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	10601260, 14976550, 21109664, 24524803, 14562095, 9559554, 22096102, 11701127, 24374639	20	both	7btb_T	7btb_F	YBR191W	YGL076C	YBR191W	YGL076C
YLR196W_YOL041C	NOP12	PWP1	Q08208	P21304	0.99	1176212at2759_737539at2759	0.002	0	999	apms	na	Nucleolar protein 12	Periodic tryptophan protein 1	YOL041C	YLR196W	Nucleus, nucleolus {ECO:0000269|PubMed:11452019, ECO:0000269|PubMed:14562095}.	na	-	-	genetic	genetic	17330950, 19779198, 24374639, 18407956, 14562106	11	both	na	na	YOL041C	YLR196W	YLR196W	YOL041C
YNL103W_YPL038W	MET31	MET4	Q03081	P32389	0.99	1375851at2759_988480at2759	0.333	0.2	974	gold	na	Transcriptional regulator MET31 (Methionine-requiring protein 31)	Transcriptional activator of sulfur metabolism MET4 (Methionine-requiring protein 4)	na	na	Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	Nucleus {ECO:0000269|PubMed:14562095}.	-	-	na	na	24374639, 9799240, 14562095, 18407956, 14562106	21	na	na	na	YPL038W	YNL103W	YNL103W	YPL038W
YGL098W_YLR440C	USE1	SEC39	P53146	Q12745	0.99	1423798at2759_404580at2759	0.436	0	970	apms	na	Protein transport protein USE1 (SNARE-like tail-anchored protein 1) (Unconventional SNARE in the endoplasmic reticulum protein 1)	Protein transport protein SEC39 (Dependent on SLY1-20 protein 3)	YGL098W	YLR440C	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12853481, ECO:0000269|PubMed:12893879, ECO:0000269|PubMed:14562095}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12853481, ECO:0000269|PubMed:12893879, ECO:0000269|PubMed:14562095}.	Endoplasmic reticulum membrane {ECO:0000269|PubMed:15958492}; Peripheral membrane protein {ECO:0000269|PubMed:15958492}.	Transmembrane	Extracellular	genetic	genetic	24374639	17	na	na	3k8p_D	YGL098W	YLR440C	YGL098W	YLR440C
YBR055C_YPR082C	DIB1	PRP6	Q06819	P19735	0.99	1320693at2759_335779at2759	0.002	na	999	y2h	ortholog	Spliceosomal protein DIB1	Pre-mRNA-splicing factor 6	YPR082C	YBR055C	Nucleus.	Nucleus.	-	-	genetic	genetic	24374639, 10449419	11	both	5zwo_E	5zwo_N	YPR082C	YBR055C	YBR055C	YPR082C
YDR329C_YMR204C	INP1	PEX3	A6ZMR6	P28795	0.99	1574701at2759_891261at2759	1.643	na	968	na	na	Inheritance of peroxisomes protein 1	Peroxisomal biogenesis factor 3 (Peroxin-3)	na	na	Peroxisome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	Peroxisome membrane {ECO:0000269|PubMed:1894692}; Single-pass membrane protein.	-	Transmembrane	na	na	na	6	2	na	na	YMR204C	YDR329C	YDR329C	YMR204C
YGL223C_YML071C	COG1	COG8	P53079	Q04632	0.99	1240260at2759_1531483at2759	0.186	na	998	lit	na	Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Complexed with DOR1 protein 3) (Component of oligomeric Golgi complex 1) (Protein SEC36)	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	na	na	Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.	Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	-	-	na	na	14562106, 11703943, 22814378, 19779198, 24374639, 15047703	12	2	na	na	YGL223C	YML071C	YGL223C	YML071C
YLR347C_YOR185C	GSP2	KAP95	P32836	Q06142	0.99	1083175at2759_769199at2759	3.629	na	993	gold	ortholog	GTP-binding nuclear protein GSP2/CNR2	Importin subunit beta-1 (Importin-95) (Karyopherin subunit beta-1) (Karyopherin-95)	YOR185C	YLR347C	Nucleus.	Cytoplasm {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:9321403}. Nucleus {ECO:0000269|PubMed:9321403}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}.	-	-	cellular,genetic	genetic	24374639, 14562106	21	both	3wyf_D	5owu_A	YOR185C	YLR347C	YLR347C	YOR185C
YJL072C_YPR135W	PSF2	CTF4	P40359	Q01454	0.99	1382842at2759_155530at2759	0.378	0	998	na	ortholog	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1)	YJL072C	YPR135W	Nucleus {ECO:0000269|PubMed:12730134}.	Nucleus.	-	-	genetic	genetic	24374639	14	both	6skl_B	6skl_H	YJL072C	YPR135W	YJL072C	YPR135W
YDR331W_YDR434W	GPI8	GPI17	P49018	Q04080	0.9897	1259741at2759_1399804at2759	0.643	0	999	na	na	GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	GPI transamidase component GPI17	YDR331W	YDR434W	Endoplasmic reticulum membrane; Single-pass type I membrane protein.	Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Transmembrane	Transmembrane	metabolism	metabolism	9169867, 24374639, 14562106	12	both	na	na	YDR331W	YDR434W	YDR331W	YDR434W
YHL015W_YNL178W	RPS3	RPS20	P05750	P38701	0.9897	1135751at2759_1454256at2759	0.067	0.2	999	gold	ortholog	40S ribosomal protein S3 (RP13) (Small ribosomal subunit protein uS3) (YS3)	40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	YNL178W	YHL015W	Cytoplasm {ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	12872131, 22106047, 10601260, 22814378, 14976550, 21109664, 11701127, 24524803, 22096102, 9559554, 24374639	27	both	6zu9_B	6zu9_L	YNL178W	YHL015W	YHL015W	YNL178W
YBR253W_YER022W	SRB6	SRB4	P32570	P32569	0.9897	1602364at2759_900096at2759	1.308	0.067	999	gold	ortholog	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6)	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	YBR253W	YER022W	Nucleus {ECO:0000269|PubMed:14562095}.	Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16630888}.	-	Transmembrane	genetic	genetic	14562106, 16076843, 15477388, 8187178, 8324825, 9660972, 16263706, 9671455, 12191485, 14562095, 16885025, 15175151, 16002404, 17192271, 24374639	29	na	5sva_S	5sva_P	YBR253W	YER022W	YBR253W	YER022W
YDR016C_YGR113W	DAM1	DAD1	P53267	Q12248	0.9897	1397508at2759_1588341at2759	0.491	0.143	998	gold	homolog	DASH complex subunit DAM1 (DUO1 and MPS1-interacting protein 1) (Kinetochore assembly protein DAM1) (Outer kinetochore protein DAM1)	DASH complex subunit DAD1 (DUO1 and DAM1-interacting protein 1) (Outer kinetochore protein DAD1)	YGR113W	YDR016C	Nucleus. Cytoplasm, cytoskeleton, spindle. Chromosome, centromere, kinetochore. Note=Associates with the mitotic spindle and the kinetochore.	Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:14562095}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:14562095}. Note=Associates with the mitotic spindle and the kinetochore.	-	-	cellular,genetic	genetic	16715078, 15664196, 18407956, 19779198, 15640796, 16777964, 16415853, 24374639	24	na	na	na	YGR113W	YDR016C	YDR016C	YGR113W
YDR489W_YOL146W	PSF3	SLD5	Q12146	Q03406	0.9897	1291729at2759_1434266at2759	0.477	0	999	apms	ortholog	DNA replication complex GINS protein PSF3 (Partner of Sld five 3)	DNA replication complex GINS protein SLD5	YOL146W	YDR489W	Nucleus {ECO:0000269|PubMed:12730134}.	Nucleus {ECO:0000269|PubMed:12730134}.	-	-	genetic	genetic	17322287, 14690591, 24374639, 12730134	9	both	6pto_c	6skl_D	YOL146W	YDR489W	YDR489W	YOL146W
YGR103W_YPL146C	NOP53	NOP7	Q12080	P53261	0.9893	1025498at2759_777920at2759	0.011	na	998	na	ortholog	Ribosome biogenesis protein NOP53 (Nucleolar protein 53)	Pescadillo homolog (Nucleolar protein 7) (Ribosomal RNA-processing protein 13)	YPL146C	YGR103W	Nucleus, nucleolus {ECO:0000269|PubMed:15686447, ECO:0000269|PubMed:16043506, ECO:0000269|PubMed:16128814}. Nucleus, nucleoplasm {ECO:0000269|PubMed:16043506}. Note=Does not shuttle from the nucleus to the cytoplasm (PubMed:16043506). {ECO:0000269|PubMed:16043506}.	Nucleus, nucleolus {ECO:0000269|PubMed:11911362}. Nucleus, nucleoplasm. Note=Accumulates in the nucleolus in response to rapamycin treatment.	-	-	genetic	genetic	19779198, 24374639, 18407956, 14562106	18	both	7btb_q	7btb_n	YPL146C	YGR103W	YGR103W	YPL146C
YDR188W_YJL014W	CCT3	CCT6	P39077	P39079	0.9893	391677at2759_482152at2759	0.402	0.5	999	na	ortholog	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma)	T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)	YJL014W	YDR188W	Cytoplasm.	Cytoplasm.	-	-	cellular,genetic	cellular,genetic	22814378, 24374639	9	both	6kre_G	6ks8_Z	YJL014W	YDR188W	YDR188W	YJL014W
YKL016C_YPL078C	ATP7	ATP4	P30902	P05626	0.9893	1299717at2759_1314411at2759	0.067	0	999	na	ortholog	ATP synthase subunit d, mitochondrial	ATP synthase subunit 4, mitochondrial	YKL016C	YPL078C	Mitochondrion. Mitochondrion inner membrane.	Mitochondrion. Mitochondrion inner membrane.	-	Transmembrane	metabolism	metabolism	17322287, 24374639, 14562106	11	both	6wtd_7	6wtd_Z	YKL016C	YPL078C	YKL016C	YPL078C
YEL024W_YJL166W	RIP1	QCR8	P08067	P08525	0.9893	1174160at2759_1523793at2759	na	na	999	gold	ortholog	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	YEL024W	YJL166W	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	-	Transmembrane	metabolism	metabolism	17322287, 18390544, 11880631, 10873857, 10775262, 10764779, 30598554, 30598556, 24374639	20	both	6giq_P	6t15_S	YEL024W	YJL166W	YEL024W	YJL166W
